YearMonth,Sector,Ticker,Risk_Reversal_25,ATM_IV,HHI,Supplier_HHI,Hub_Shock,tot_return_index_gross_dvds,VIX,Term_Spread,Credit_Spread
2007-10,Communication,XLC US Equity,,,0.1830679506312278,0.0785945647432014,0,,18.53,0.56,0.8200000000000003
2007-11,Communication,XLC US Equity,,,0.1839658186770968,0.0766897436561358,1,,22.87,0.8100000000000005,0.96
2007-12,Communication,XLC US Equity,,,0.1878367581849901,0.0764943701690098,0,,22.5,0.9799999999999996,1.16
2008-01,Communication,XLC US Equity,,,0.1851345958581405,0.0784136831797144,0,,26.2,1.2600000000000002,1.21
2008-02,Communication,XLC US Equity,,,0.1762442585134589,0.0763030270314328,1,,26.54,1.7700000000000002,1.29
2008-03,Communication,XLC US Equity,,,0.1819684825175446,0.0788686297932781,0,,25.61,1.89,1.38
2008-04,Communication,XLC US Equity,,,0.181293212602098,0.0742020768935774,1,,20.79,1.6300000000000003,1.42
2008-05,Communication,XLC US Equity,,,0.1802404022880383,0.0715010657437049,0,,17.83,1.4299999999999995,1.3599999999999994
2008-06,Communication,XLC US Equity,,,0.1783128276933052,0.0727234519879506,0,,23.95,1.3299999999999996,1.3900000000000006
2008-07,Communication,XLC US Equity,,,0.1732593419616498,0.0732575382457834,0,,22.94,1.44,1.4900000000000002
2008-08,Communication,XLC US Equity,,,0.1713510230535702,0.0722619296918259,0,,20.65,1.4700000000000002,1.510000000000001
2008-09,Communication,XLC US Equity,,,0.1687091809005009,0.0758220295203817,0,,39.39,1.61,1.6599999999999993
2008-10,Communication,XLC US Equity,,,0.1770692787059901,0.0783014096089727,1,,59.89,2.2,2.6000000000000005
2008-11,Communication,XLC US Equity,,,0.182053583799369,0.0785081742951489,0,,55.84,2.32,3.0900000000000007
2008-12,Communication,XLC US Equity,,,0.1825148553516609,0.0753822985018888,0,,40.0,1.6,3.38
2009-01,Communication,XLC US Equity,,,0.1794781037552268,0.0735612439588574,0,,44.84,1.71,3.0900000000000007
2009-02,Communication,XLC US Equity,,,0.1832556819244004,0.0721815065595227,0,,46.35,1.89,2.8100000000000005
2009-03,Communication,XLC US Equity,,,0.1824752236096674,0.0712769556305147,0,,44.14,1.89,2.92
2009-04,Communication,XLC US Equity,,,0.1779208838918992,0.0683216611958615,0,,36.5,2.0,3.000000000000001
2009-05,Communication,XLC US Equity,,,0.1780031919289649,0.0695585195411494,0,,28.92,2.36,2.5200000000000005
2009-06,Communication,XLC US Equity,,,0.1783436306048601,0.0680996368253253,0,,26.35,2.54,1.89
2009-07,Communication,XLC US Equity,,,0.1789213225866607,0.0672743990848556,0,,25.92,2.54,1.6799999999999995
2009-08,Communication,XLC US Equity,,,0.1801042877730611,0.0663694869733474,0,,26.01,2.47,1.3200000000000005
2009-09,Communication,XLC US Equity,,,0.1805228951200592,0.0679423251373002,0,,25.61,2.44,1.1799999999999995
2009-10,Communication,XLC US Equity,,,0.1873380243265609,0.0679483001877351,0,,30.69,2.4400000000000004,1.1399999999999997
2009-11,Communication,XLC US Equity,,,0.1886230947681837,0.0687376533463856,0,,24.51,2.6,1.13
2009-12,Communication,XLC US Equity,,,0.1861225457787415,0.0670281420293552,0,,21.68,2.72,1.1100000000000003
2010-01,Communication,XLC US Equity,,,0.180721575451092,0.0688084313030265,0,,24.62,2.8,0.9900000000000002
2010-02,Communication,XLC US Equity,,,0.1785060222742682,0.0682872814343981,0,,19.5,2.83,0.9900000000000002
2010-03,Communication,XLC US Equity,,,0.1762815105774498,0.0682677880891827,0,,17.59,2.77,1.0
2010-04,Communication,XLC US Equity,,,0.1697181949512748,0.0678572437674415,0,,22.05,2.79,0.96
2010-05,Communication,XLC US Equity,,,0.1692335245268602,0.0670411617822983,0,,32.07,2.59,1.09
2010-06,Communication,XLC US Equity,,,0.1681699971161375,0.0670910474909421,0,,34.54,2.4800000000000004,1.3500000000000003
2010-07,Communication,XLC US Equity,,,0.1690436646187374,0.0666670988557186,0,,23.5,2.39,1.29
2010-08,Communication,XLC US Equity,,,0.1701158898408357,0.0669794031340402,0,,26.05,2.18,1.17
2010-09,Communication,XLC US Equity,,,0.1722531188261576,0.0663431891817021,0,,23.7,2.17,1.13
2010-10,Communication,XLC US Equity,,,0.1758605741655738,0.065313238646889,0,,21.2,2.16,1.04
2010-11,Communication,XLC US Equity,,,0.1704237141232335,0.0645136450964709,0,,23.54,2.31,1.0499999999999998
2010-12,Communication,XLC US Equity,,,0.1711751494586188,0.0649466707885634,0,,17.75,2.67,1.08
2011-01,Communication,XLC US Equity,,,0.1697988002311106,0.065553932854476,0,,19.53,2.78,1.0499999999999998
2011-02,Communication,XLC US Equity,,,0.1661454532731487,0.0657468505277236,0,,18.35,2.81,0.9300000000000006
2011-03,Communication,XLC US Equity,,,0.164865275281389,0.0647105596612403,0,,17.74,2.71,0.9000000000000004
2011-04,Communication,XLC US Equity,,,0.1606595797313753,0.0643924795993598,0,,14.75,2.73,0.8599999999999994
2011-05,Communication,XLC US Equity,,,0.1605726746730132,0.0640275909585842,0,,15.45,2.61,0.8200000000000003
2011-06,Communication,XLC US Equity,,,0.1605356022729441,0.0641310612579448,0,,16.52,2.59,0.7599999999999998
2011-07,Communication,XLC US Equity,,,0.1681840044491403,0.0672136364543878,1,,25.25,2.59,0.8300000000000001
2011-08,Communication,XLC US Equity,,,0.1675962909389534,0.0685919764326275,1,,31.62,2.07,0.9900000000000002
2011-09,Communication,XLC US Equity,,,0.1721230890922863,0.0703540513931411,0,,42.96,1.77,1.1799999999999995
2011-10,Communication,XLC US Equity,,,0.1738378868573298,0.0677561456219405,0,,29.96,1.87,1.39
2011-11,Communication,XLC US Equity,,,0.1752742288143592,0.0665672887812379,0,,27.8,1.7599999999999998,1.2699999999999996
2011-12,Communication,XLC US Equity,,,0.1771864431350819,0.0688445137148852,0,,23.4,1.72,1.3199999999999998
2012-01,Communication,XLC US Equity,,,0.1689867616854204,0.0677095531581379,0,,19.44,1.73,1.3800000000000003
2012-02,Communication,XLC US Equity,,,0.1696344567063483,0.0686841846861629,0,,18.43,1.69,1.2899999999999996
2012-03,Communication,XLC US Equity,,,0.1701624712240237,0.0701347563462476,0,,15.5,1.83,1.2400000000000002
2012-04,Communication,XLC US Equity,,,0.1686079185372651,0.0698569888850496,0,,17.15,1.7599999999999998,1.2300000000000004
2012-05,Communication,XLC US Equity,,,0.1505447548455111,0.0722009575482643,0,,24.06,1.51,1.2700000000000005
2012-06,Communication,XLC US Equity,,,0.1482415871012818,0.0731220350380652,0,,17.08,1.33,1.3799999999999994
2012-07,Communication,XLC US Equity,,,0.1560533369848587,0.0744857086250923,0,,18.93,1.28,1.4700000000000002
2012-08,Communication,XLC US Equity,,,0.159190340167584,0.074924651223307,0,,17.47,1.41,1.4300000000000002
2012-09,Communication,XLC US Equity,,,0.1597303730806723,0.0763450355781387,0,,15.73,1.46,1.3499999999999996
2012-10,Communication,XLC US Equity,,,0.1554560285212683,0.0736577872270231,0,,18.6,1.47,1.11
2012-11,Communication,XLC US Equity,,,0.1538311019129173,0.0727198046602032,0,,15.87,1.38,1.0099999999999998
2012-12,Communication,XLC US Equity,,,0.1545013307864903,0.0698428178685156,0,,18.02,1.46,0.98
2013-01,Communication,XLC US Equity,,,0.153621080854946,0.0648804799870206,0,,14.28,1.64,0.9300000000000006
2013-02,Communication,XLC US Equity,,,0.1547268914174218,0.0647698477134782,0,,15.51,1.71,0.9499999999999996
2013-03,Communication,XLC US Equity,,,0.152318545753223,0.0635820212754322,0,,12.7,1.7,0.9199999999999996
2013-04,Communication,XLC US Equity,,,0.1512699625758506,0.0632394971123982,0,,13.52,1.53,0.8599999999999999
2013-05,Communication,XLC US Equity,,,0.1536565411983399,0.0629795610467005,0,,16.3,1.68,0.8400000000000003
2013-06,Communication,XLC US Equity,,,0.1488430925134459,0.0624476906412881,0,,16.86,1.97,0.9200000000000008
2013-07,Communication,XLC US Equity,,,0.1436469487387095,0.0607973862026399,0,,13.45,2.24,0.9800000000000004
2013-08,Communication,XLC US Equity,,,0.1413084802491944,0.0608955970264947,0,,17.01,2.3800000000000003,0.8799999999999999
2013-09,Communication,XLC US Equity,,,0.1389250995934906,0.0598981994759124,0,,16.6,2.41,0.8300000000000001
2013-10,Communication,XLC US Equity,,,0.1464719437121912,0.0611277981955544,1,,13.75,2.28,0.7799999999999994
2013-11,Communication,XLC US Equity,,,0.1484170545784497,0.0613607528038207,0,,13.7,2.4200000000000004,0.75
2013-12,Communication,XLC US Equity,,,0.148004866669361,0.0607913536234843,0,,13.72,2.56,0.7599999999999998
2014-01,Communication,XLC US Equity,,,0.1521134715040247,0.0583764072738793,0,,18.41,2.47,0.7000000000000002
2014-02,Communication,XLC US Equity,,,0.1488407360894795,0.0574884097437266,0,,14.0,2.38,0.6499999999999995
2014-03,Communication,XLC US Equity,,,0.1445057497920821,0.0579419575245595,0,,13.88,2.3200000000000003,0.6799999999999997
2014-04,Communication,XLC US Equity,,,0.142456248568342,0.0588031054814168,0,,13.41,2.29,0.6600000000000001
2014-05,Communication,XLC US Equity,,,0.1428763452648931,0.0586366397621953,0,,11.4,2.17,0.5999999999999996
2014-06,Communication,XLC US Equity,,,0.143156944080539,0.0578855187539347,0,,11.57,2.15,0.5499999999999998
2014-07,Communication,XLC US Equity,,,0.1420065952165554,0.0583285845978812,0,,16.95,2.03,0.5700000000000003
2014-08,Communication,XLC US Equity,,,0.1410902531061228,0.0587207451972856,0,,11.98,1.95,0.6100000000000003
2014-09,Communication,XLC US Equity,,,0.1429117220695153,0.0590163268505421,0,,16.31,1.96,0.6899999999999995
2014-10,Communication,XLC US Equity,,,0.1407256738055992,0.0585906523097336,0,,14.03,1.85,0.7700000000000005
2014-11,Communication,XLC US Equity,,,0.1382031463612526,0.0589786292374509,0,,13.33,1.8,0.8700000000000001
2014-12,Communication,XLC US Equity,,,0.1371823316891388,0.0575906592995051,0,,19.2,1.5699999999999998,0.9500000000000002
2015-01,Communication,XLC US Equity,,,0.1390641998933048,0.058679026221571,0,,20.97,1.3299999999999998,0.9900000000000002
2015-02,Communication,XLC US Equity,,,0.1365359276987477,0.0590190617248766,0,,13.34,1.36,0.8999999999999999
2015-03,Communication,XLC US Equity,,,0.1372883810463188,0.0584117666881381,0,,15.29,1.4,0.8999999999999999
2015-04,Communication,XLC US Equity,,,0.1345428486334161,0.059858927727502,0,,14.55,1.4,0.9600000000000004
2015-05,Communication,XLC US Equity,,,0.1327986247827172,0.059985052261163,0,,13.84,1.5900000000000003,0.9099999999999996
2015-06,Communication,XLC US Equity,,,0.1315938885396681,0.0603216802943808,0,,18.23,1.67,0.9399999999999996
2015-07,Communication,XLC US Equity,,,0.1386729117706586,0.0609539280240683,1,,12.12,1.65,1.0499999999999998
2015-08,Communication,XLC US Equity,,,0.1422182340491375,0.0611350888864067,1,,28.43,1.47,1.1500000000000004
2015-09,Communication,XLC US Equity,,,0.1426849861722084,0.0621070912284516,1,,24.5,1.46,1.2699999999999996
2015-10,Communication,XLC US Equity,,,0.1478315272816626,0.0640053440122563,0,,15.07,1.4299999999999995,1.3899999999999997
2015-11,Communication,XLC US Equity,,,0.1511569986759481,0.0643320666517265,0,,16.13,1.38,1.4000000000000004
2015-12,Communication,XLC US Equity,,,0.1545857114251192,0.0648239977953681,0,,18.21,1.2600000000000002,1.4899999999999998
2016-01,Communication,XLC US Equity,,,0.1540075362162868,0.0647823003386266,1,,20.2,1.19,1.4500000000000002
2016-02,Communication,XLC US Equity,,,0.1498540142830524,0.0629219349537978,0,,20.55,1.05,1.38
2016-03,Communication,XLC US Equity,,,0.1499450390983242,0.0630730878941633,0,,13.95,1.0099999999999998,1.31
2016-04,Communication,XLC US Equity,,,0.1463896868917455,0.0621636760537653,0,,15.7,1.04,1.17
2016-05,Communication,XLC US Equity,,,0.1439137071618283,0.0624776316678499,0,,14.19,0.99,1.0299999999999998
2016-06,Communication,XLC US Equity,,,0.1391030448179967,0.0631626222314901,0,,15.63,0.91,1.0300000000000002
2016-07,Communication,XLC US Equity,,,0.1448421258672197,0.0622653186214546,0,,11.87,0.83,0.94
2016-08,Communication,XLC US Equity,,,0.1449719433088541,0.0620901606763199,0,,13.42,0.8200000000000001,0.9200000000000004
2016-09,Communication,XLC US Equity,,,0.1453315395041362,0.0622612023957742,0,,13.29,0.8599999999999999,0.8999999999999995
2016-10,Communication,XLC US Equity,,,0.148380348827753,0.0623618468229686,0,,17.06,0.92,0.8700000000000001
2016-11,Communication,XLC US Equity,,,0.1422617106196192,0.0598188296473488,0,,13.33,1.16,0.8500000000000001
2016-12,Communication,XLC US Equity,,,0.1408889021901674,0.0607631461962128,0,,14.04,1.2900000000000005,0.7700000000000005
2017-01,Communication,XLC US Equity,,,0.1402556928716901,0.0603622121395008,0,,11.99,1.2200000000000002,0.7400000000000002
2017-02,Communication,XLC US Equity,,,0.1421095637029831,0.0606578521401525,0,,12.92,1.22,0.6899999999999995
2017-03,Communication,XLC US Equity,,,0.1418087497343833,0.0611458024755411,0,,12.37,1.17,0.6699999999999999
2017-04,Communication,XLC US Equity,,,0.1473794186119766,0.0612141128062325,0,,10.82,1.0599999999999998,0.7000000000000002
2017-05,Communication,XLC US Equity,,,0.1511485136470813,0.0614057502312904,0,,10.41,0.9999999999999998,0.6999999999999997
2017-06,Communication,XLC US Equity,,,0.1499820059542801,0.0605980187971485,0,,11.18,0.8499999999999999,0.69
2017-07,Communication,XLC US Equity,,,0.1474785954931207,0.0610454574835426,0,,10.26,0.9499999999999996,0.6899999999999995
2017-08,Communication,XLC US Equity,,,0.1496253957020234,0.0618878463750707,0,,10.59,0.8699999999999999,0.6799999999999997
2017-09,Communication,XLC US Equity,,,0.1516794387798218,0.0620328107429903,0,,9.51,0.8200000000000003,0.6699999999999999
2017-10,Communication,XLC US Equity,,,0.1600512212904269,0.0640909467101234,0,,10.18,0.8099999999999998,0.7200000000000002
2017-11,Communication,XLC US Equity,,,0.1579028837221124,0.0641951188702536,0,,11.28,0.6500000000000001,0.6999999999999997
2017-12,Communication,XLC US Equity,,,0.156388239991286,0.0633029699045176,0,,11.04,0.5599999999999998,0.71
2018-01,Communication,XLC US Equity,,,0.159679408321106,0.0663910554451188,0,,13.54,0.5500000000000003,0.71
2018-02,Communication,XLC US Equity,,,0.1600632480935798,0.0687605009124112,1,,19.85,0.6799999999999997,0.69
2018-03,Communication,XLC US Equity,,,0.1568363086524541,0.0669327666785779,1,,19.97,0.56,0.7699999999999996
2018-04,Communication,XLC US Equity,,,0.157599527214651,0.0683981190765945,1,,15.93,0.4900000000000002,0.8199999999999998
2018-05,Communication,XLC US Equity,,,0.1631304802047972,0.0692713905167774,0,,15.43,0.4700000000000002,0.8300000000000001
2018-06,Communication,XLC US Equity,0.0022609999999999,0.2362865,0.1580103883021514,0.0707089052687313,0,49.53,16.09,0.3800000000000003,0.8700000000000001
2018-07,Communication,XLC US Equity,-0.0095289999999999,0.2069565,0.165348480827044,0.0725799129585814,1,48.46,12.83,0.2800000000000002,0.92
2018-08,Communication,XLC US Equity,-0.0012679999999999,0.172903,0.1631551710352681,0.0764926891418149,0,49.18,12.86,0.25,0.8899999999999997
2018-09,Communication,XLC US Equity,0.002258,0.164644,0.1598453192658392,0.0761158073609918,0,49.1329,12.12,0.2299999999999999,0.8999999999999999
2018-10,Communication,XLC US Equity,-0.0211489999999999,0.2827755,0.1548667810080398,0.0726116352688643,0,46.1649,21.23,0.29,0.9300000000000006
2018-11,Communication,XLC US Equity,0.002637,0.2558105,0.156095460469207,0.0723543911064447,0,45.1321,18.07,0.2600000000000002,1.0
2018-12,Communication,XLC US Equity,-0.0029029999999999,0.3222405,0.1588268381921586,0.0711825900395274,0,41.5315,25.42,0.1499999999999999,1.1100000000000003
2019-01,Communication,XLC US Equity,-0.002837,0.1981595,0.1576891930796179,0.0726061183725522,0,46.4111,16.57,0.1699999999999999,1.19
2019-02,Communication,XLC US Equity,-0.0006689999999999,0.1681685,0.1551577891119334,0.0704376834815292,0,46.1998,14.78,0.1800000000000001,1.16
2019-03,Communication,XLC US Equity,0.0010389999999999,0.1689315,0.1520201474811977,0.0721739141685862,0,47.1385,13.71,0.1599999999999997,1.0699999999999998
2019-04,Communication,XLC US Equity,0.001974,0.1499539999999999,0.1486475742629782,0.0725055055859614,0,50.4645,13.12,0.1899999999999999,1.0100000000000002
2019-05,Communication,XLC US Equity,-0.0023249999999999,0.2104145,0.1459189188218372,0.0725116294664661,0,47.461,18.71,0.1899999999999999,0.96
2019-06,Communication,XLC US Equity,0.003399,0.1698764999999999,0.1404179328835638,0.0713965964005076,0,49.7258,15.08,0.2599999999999998,1.04
2019-07,Communication,XLC US Equity,-0.003503,0.1706734999999999,0.1492878285776,0.0700311785732359,0,51.3018,16.12,0.2199999999999999,0.9900000000000002
2019-08,Communication,XLC US Equity,-0.00753,0.203058,0.1477729709087206,0.0699714510300374,0,50.0389,18.98,0.0599999999999998,0.8900000000000001
2019-09,Communication,XLC US Equity,0.000383,0.1917345,0.150023865037333,0.0688600814198634,0,50.1466,16.24,0.05,0.8800000000000003
2019-10,Communication,XLC US Equity,0.0002749999999999,0.1676855,0.15033718517682,0.069700392448056,0,51.2605,13.22,0.1599999999999999,0.91
2019-11,Communication,XLC US Equity,0.0001659999999999,0.141461,0.1504579126268844,0.0698811947041588,0,53.2251,12.62,0.1999999999999999,0.8799999999999999
2019-12,Communication,XLC US Equity,-0.0012699999999999,0.162267,0.1511656848461465,0.0699174621601224,0,54.4265,13.78,0.25,0.8700000000000001
2020-01,Communication,XLC US Equity,-0.0079829999999999,0.1971255,0.1580623086171081,0.0734723115267473,0,54.7106,18.84,0.24,0.8300000000000001
2020-02,Communication,XLC US Equity,0.0073159999999999,0.429537,0.1572963861372491,0.0741574305297131,0,51.5139,40.11,0.1699999999999999,0.8300000000000001
2020-03,Communication,XLC US Equity,0.000139,0.4167795,0.1556419454646372,0.0878558916378937,1,45.0229,53.54,0.42,1.27
2020-04,Communication,XLC US Equity,-0.0023,0.320373,0.1572832447541501,0.090213529080508,0,51.1697,34.15,0.44,1.6999999999999995
2020-05,Communication,XLC US Equity,-0.0133689999999999,0.2550555,0.1581020597158359,0.0856016388758248,0,54.9759,27.51,0.5,1.4500000000000002
2020-06,Communication,XLC US Equity,-0.00554,0.268041,0.1577163044250513,0.0900576860854239,0,55.1068,30.43,0.54,1.2000000000000002
2020-07,Communication,XLC US Equity,0.005112,0.238378,0.1553719193527761,0.0936935769966283,0,59.2775,24.46,0.47,1.17
2020-08,Communication,XLC US Equity,-0.027208,0.291282,0.1583813175170835,0.0918400308606002,0,64.5088,26.41,0.51,1.02
2020-09,Communication,XLC US Equity,-0.01824,0.280968,0.1514855212303286,0.0879712742773873,0,60.7022,26.37,0.55,1.0499999999999998
2020-10,Communication,XLC US Equity,0.0012369999999999,0.3613585,0.1625408601186767,0.0868079976632299,0,60.4978,38.02,0.64,1.09
2020-11,Communication,XLC US Equity,0.0012959999999999,0.215453,0.1584086096060455,0.0812552120909287,0,66.8337,20.57,0.7,1.0
2020-12,Communication,XLC US Equity,0.021842,0.241628,0.1538239830500125,0.0790117669426856,0,69.0703,22.75,0.79,0.9000000000000004
2021-01,Communication,XLC US Equity,-0.0319079999999999,0.3161589999999999,0.1614234629068334,0.0743916637011437,0,68.4562,33.09,0.95,0.79
2021-02,Communication,XLC US Equity,-0.060752,0.279734,0.1674367469864729,0.070343299354387,0,73.2567,27.95,1.14,0.7199999999999998
2021-03,Communication,XLC US Equity,-0.008358,0.1977499999999999,0.1673029021543118,0.0690921527938517,0,75.1793,19.4,1.4600000000000002,0.7000000000000002
2021-04,Communication,XLC US Equity,0.0023309999999999,0.1822134999999999,0.1773829327763829,0.0712316186084004,0,80.0293,18.61,1.48,0.7000000000000002
2021-05,Communication,XLC US Equity,-0.004226,0.164159,0.1785906415479249,0.0691264084245352,0,80.7881,16.76,1.4600000000000002,0.6600000000000001
2021-06,Communication,XLC US Equity,-0.002978,0.152791,0.1809991496143856,0.0707891288042305,0,83.1706,15.83,1.32,0.6499999999999999
2021-07,Communication,XLC US Equity,0.0003619999999999,0.171487,0.1894316463679463,0.0697142033332623,0,84.6395,18.24,1.1,0.6700000000000004
2021-08,Communication,XLC US Equity,-0.0027419999999999,0.139199,0.1943628940796523,0.0701697874022008,0,87.947,16.48,1.06,0.6900000000000004
2021-09,Communication,XLC US Equity,-0.0201029999999999,0.2158745,0.1899925056860564,0.068937752214445,0,82.4306,23.14,1.13,0.7000000000000002
2021-10,Communication,XLC US Equity,-0.002723,0.1575665,0.2032868865199978,0.0691192038998942,0,82.6261,16.26,1.19,0.6699999999999999
2021-11,Communication,XLC US Equity,-0.012883,0.2123685,0.2046257625859165,0.070199755718683,0,77.5533,27.19,1.05,0.6599999999999997
2021-12,Communication,XLC US Equity,-0.0110789999999999,0.1568594999999999,0.203906732983972,0.068876983405243,1,80.0955,17.22,0.7899999999999999,0.6499999999999999
2022-01,Communication,XLC US Equity,-0.004564,0.227238,0.2048637310380458,0.0713435953638555,0,76.2495,24.83,0.78,0.6499999999999999
2022-02,Communication,XLC US Equity,0.0014959999999999,0.2714379999999999,0.2124135696238051,0.0730184315192277,1,70.5785,30.15,0.49,0.7200000000000002
2022-03,Communication,XLC US Equity,-0.031619,0.2203235,0.2190965723407463,0.0761777141575625,0,71.1004,20.56,0.2199999999999999,0.8599999999999999
2022-04,Communication,XLC US Equity,-0.027094,0.338369,0.2151511289607964,0.0721926003209856,1,61.0525,33.4,0.2099999999999999,0.9000000000000004
2022-05,Communication,XLC US Equity,-0.026397,0.2765755,0.2084151827749082,0.0708355463099547,0,62.2103,26.19,0.2799999999999998,0.9900000000000002
2022-06,Communication,XLC US Equity,-0.001238,0.317389,0.21581358999946,0.0720814703798083,0,56.2356,28.71,0.1400000000000001,1.0299999999999994
2022-07,Communication,XLC US Equity,-0.005946,0.234433,0.2212734687073015,0.0753479963868312,0,58.4116,21.33,-0.1400000000000001,1.1500000000000004
2022-08,Communication,XLC US Equity,-0.031669,0.3003565,0.214457992609528,0.0749240402608799,0,56.3496,25.87,-0.3500000000000001,1.08
2022-09,Communication,XLC US Equity,-0.0223079999999999,0.341258,0.2155308511306009,0.0745981508267468,0,49.7284,31.62,-0.3399999999999998,1.1000000000000003
2022-10,Communication,XLC US Equity,-0.013295,0.3094694999999999,0.2108232313428809,0.0702606429919537,0,50.0606,25.88,-0.3999999999999999,1.16
2022-11,Communication,XLC US Equity,0.004096,0.251304,0.2118887882139535,0.0662012014746905,0,53.4873,20.58,-0.6099999999999999,1.17
2022-12,Communication,XLC US Equity,0.004247,0.2728375,0.2016894992519042,0.0644180660628034,0,49.9575,21.67,-0.6699999999999999,1.16
2023-01,Communication,XLC US Equity,0.0032849999999999,0.2454055,0.1983707781374626,0.0666509841467116,0,57.3381,19.4,-0.6800000000000002,1.0999999999999996
2023-02,Communication,XLC US Equity,-0.029087,0.2500355,0.1897591116286018,0.066398962184406,0,55.6934,20.7,-0.7800000000000002,1.0300000000000002
2023-03,Communication,XLC US Equity,-0.0015389999999999,0.2307945,0.2007338258378527,0.0690158375459957,0,60.5104,18.7,-0.6399999999999997,1.1100000000000003
2023-04,Communication,XLC US Equity,0.005467,0.1908725,0.2022991785910313,0.0697963274627697,0,62.525,15.78,-0.5599999999999996,1.0600000000000005
2023-05,Communication,XLC US Equity,-0.012028,0.199254,0.2193647196968123,0.0731915134891707,0,64.9675,17.94,-0.56,1.0999999999999996
2023-06,Communication,XLC US Equity,-0.0099569999999999,0.1696955,0.2099493876577153,0.0728819136959053,0,68.0427,13.59,-0.8899999999999997,1.0999999999999996
