YearMonth,Ticker,Risk_Reversal_25,ATM_IV
2005-09,XLY US Equity,-0.0007139999999999924,0.146283
2005-10,XLB US Equity,0.00025799999999998047,0.186668
2005-10,XLE US Equity,0.0034009999999999874,0.3172605
2005-10,XLF US Equity,0.0008930000000000049,0.13168049999999998
2005-10,XLI US Equity,0.003018999999999994,0.1383835
2005-10,XLK US Equity,-0.006071999999999994,0.159256
2005-10,XLP US Equity,-0.010724999999999998,0.1284605
2005-10,XLU US Equity,0.004863000000000006,0.1903085
2005-10,XLV US Equity,-0.0007739999999999969,0.138986
2005-10,XLY US Equity,-0.0006899999999999962,0.172049
2005-11,XLB US Equity,-0.004367999999999983,0.169153
2005-11,XLE US Equity,-0.0019560000000000133,0.268691
2005-11,XLF US Equity,0.009150999999999992,0.1391015
2005-11,XLI US Equity,0.0002269999999999911,0.12457850000000001
2005-11,XLK US Equity,-0.02266499999999999,0.1290365
2005-11,XLP US Equity,-0.008092000000000002,0.116087
2005-11,XLU US Equity,-0.01285,0.16848800000000003
2005-11,XLV US Equity,-0.0022009999999999807,0.1298825
2005-11,XLY US Equity,-0.011110000000000009,0.146151
2005-12,XLB US Equity,0.0015259999999999996,0.15473399999999998
2005-12,XLE US Equity,0.007820000000000021,0.243879
2005-12,XLF US Equity,0.0026289999999999925,0.1288195
2005-12,XLI US Equity,0.002722000000000002,0.115088
2005-12,XLK US Equity,-0.007308999999999982,0.12585649999999998
2005-12,XLP US Equity,-0.005514999999999992,0.1212805
2005-12,XLU US Equity,-0.0010070000000000079,0.15802149999999998
2005-12,XLV US Equity,0.012260000000000007,0.11446
2005-12,XLY US Equity,0.0024279999999999857,0.136733
2006-01,XLB US Equity,-0.0065699999999999925,0.15313
2006-01,XLE US Equity,0.00032399999999999096,0.287262
2006-01,XLF US Equity,-0.008656999999999998,0.13162249999999998
2006-01,XLI US Equity,-0.001342999999999997,0.1212695
2006-01,XLK US Equity,-0.037884,0.13695400000000002
2006-01,XLP US Equity,-0.0033019999999999994,0.112596
2006-01,XLU US Equity,-0.017714000000000008,0.161805
2006-01,XLV US Equity,-0.017134999999999997,0.12100849999999999
2006-01,XLY US Equity,-0.006744,0.144584
2006-02,XLB US Equity,-0.018763000000000002,0.17011150000000003
2006-02,XLE US Equity,0.0031340000000000257,0.26439599999999996
2006-02,XLF US Equity,-0.0042099999999999915,0.127951
2006-02,XLI US Equity,0.0021170000000000078,0.1154665
2006-02,XLK US Equity,0.0004860000000000142,0.13459100000000002
2006-02,XLP US Equity,-0.0047689999999999955,0.1159635
2006-02,XLU US Equity,0.0016710000000000058,0.1363605
2006-02,XLV US Equity,0.004240999999999995,0.1167865
2006-02,XLY US Equity,0.0003210000000000157,0.1273715
2006-03,XLB US Equity,-0.005679999999999991,0.157509
2006-03,XLE US Equity,0.00273000000000001,0.234174
2006-03,XLF US Equity,0.001889999999999989,0.11599999999999999
2006-03,XLI US Equity,-0.010622000000000006,0.10142000000000001
2006-03,XLK US Equity,-0.004081000000000001,0.1362935
2006-03,XLP US Equity,-0.011273000000000005,0.1018655
2006-03,XLU US Equity,-0.011180000000000023,0.132797
2006-03,XLV US Equity,-0.017096,0.107039
2006-03,XLY US Equity,0.0006179999999999936,0.117483
2006-04,XLB US Equity,-0.004824999999999996,0.1921605
2006-04,XLE US Equity,-0.004080000000000028,0.26528799999999997
2006-04,XLF US Equity,0.008386000000000005,0.120861
2006-04,XLI US Equity,-0.007946999999999996,0.10468150000000001
2006-04,XLK US Equity,-0.006201000000000012,0.1415885
2006-04,XLP US Equity,0.012664000000000009,0.092166
2006-04,XLU US Equity,-0.005863000000000007,0.1393105
2006-04,XLV US Equity,0.011398999999999992,0.1024085
2006-04,XLY US Equity,0.003729999999999997,0.11457600000000001
2006-05,XLB US Equity,-0.006340000000000012,0.218189
2006-05,XLE US Equity,0.005010999999999988,0.2951105
2006-05,XLF US Equity,-0.005784000000000011,0.15345
2006-05,XLI US Equity,0.0024250000000000105,0.1472445
2006-05,XLK US Equity,0.006004999999999983,0.1769725
2006-05,XLP US Equity,0.013144000000000003,0.12812300000000001
2006-05,XLU US Equity,0.014190999999999981,0.15686450000000002
2006-05,XLV US Equity,-0.0023950000000000082,0.1321025
2006-05,XLY US Equity,0.0024089999999999945,0.1552955
2006-06,XLB US Equity,0.003733000000000014,0.21394649999999998
2006-06,XLE US Equity,0.003066000000000013,0.242999
2006-06,XLF US Equity,0.0025229999999999975,0.1516165
2006-06,XLI US Equity,-0.004472000000000004,0.123512
2006-06,XLK US Equity,0.012868999999999992,0.15233249999999998
2006-06,XLP US Equity,-0.004710000000000006,0.11293500000000001
2006-06,XLU US Equity,0.005679999999999991,0.132291
2006-06,XLV US Equity,0.001913999999999999,0.115388
2006-06,XLY US Equity,-0.026870999999999992,0.1288505
2006-07,XLB US Equity,-0.005286000000000013,0.226914
2006-07,XLE US Equity,0.0008480000000000154,0.26145300000000005
2006-07,XLF US Equity,-0.0034389999999999976,0.15127449999999998
2006-07,XLI US Equity,-0.004476000000000008,0.15105400000000002
2006-07,XLK US Equity,-0.0006399999999999739,0.162383
2006-07,XLP US Equity,-0.0026260000000000033,0.111712
2006-07,XLU US Equity,-0.012208999999999998,0.1398915
2006-07,XLV US Equity,5.0000000000050004e-06,0.13015949999999998
2006-07,XLY US Equity,0.016704999999999998,0.14769349999999998
2006-08,XLB US Equity,-0.008834999999999982,0.1878165
2006-08,XLE US Equity,-0.006304000000000004,0.23906899999999998
2006-08,XLF US Equity,0.003050999999999998,0.13632650000000002
2006-08,XLI US Equity,0.0025610000000000077,0.14624949999999998
2006-08,XLK US Equity,-0.010608000000000006,0.148462
2006-08,XLP US Equity,0.010155999999999998,0.102995
2006-08,XLU US Equity,-0.009382000000000001,0.117979
2006-08,XLV US Equity,0.0032949999999999924,0.1063645
2006-08,XLY US Equity,0.003577999999999998,0.136289
2006-09,XLB US Equity,-0.018525999999999987,0.186256
2006-09,XLE US Equity,-0.0012030000000000096,0.26032449999999996
2006-09,XLF US Equity,-0.0021170000000000078,0.1165365
2006-09,XLI US Equity,-0.009767999999999999,0.131348
2006-09,XLK US Equity,0.004735000000000017,0.1506725
2006-09,XLP US Equity,0.009928999999999993,0.1052655
2006-09,XLU US Equity,0.017990000000000006,0.095405
2006-09,XLV US Equity,0.0038489999999999913,0.0993285
2006-09,XLY US Equity,-0.012275000000000008,0.13780150000000002
2006-10,XLB US Equity,0.0002640000000000142,0.16552699999999998
2006-10,XLE US Equity,0.0,0.248994
2006-10,XLF US Equity,0.0030860000000000054,0.114563
2006-10,XLI US Equity,-0.006447000000000008,0.1253595
2006-10,XLK US Equity,0.0042210000000000025,0.1444435
2006-10,XLP US Equity,-0.005143000000000009,0.0881725
2006-10,XLU US Equity,0.001117999999999994,0.10969000000000001
2006-10,XLV US Equity,0.0044450000000000045,0.1053365
2006-10,XLY US Equity,0.0002869999999999817,0.1357775
2006-11,XLB US Equity,-0.018129000000000006,0.1560485
2006-11,XLE US Equity,0.005292999999999992,0.2348905
2006-11,XLF US Equity,-0.017475000000000004,0.1120315
2006-11,XLI US Equity,-0.013151999999999997,0.107379
2006-11,XLK US Equity,-0.0035499999999999976,0.144416
2006-11,XLP US Equity,0.004066,0.08963099999999999
2006-11,XLU US Equity,0.007616999999999999,0.1000145
2006-11,XLV US Equity,0.003812999999999997,0.1051765
2006-11,XLY US Equity,0.003492999999999996,0.13107950000000002
2006-12,XLB US Equity,-0.009149000000000018,0.1381105
2006-12,XLE US Equity,-0.017179,0.2187275
2006-12,XLF US Equity,-0.001364000000000004,0.104978
2006-12,XLI US Equity,-0.015163999999999997,0.12158
2006-12,XLK US Equity,0.0008110000000000062,0.1324715
2006-12,XLP US Equity,-0.004587999999999995,0.09445100000000001
2006-12,XLU US Equity,0.026562000000000002,0.110405
2006-12,XLV US Equity,-0.013050000000000006,0.100397
2006-12,XLY US Equity,0.0002969999999999917,0.1280025
2007-01,XLB US Equity,-0.04630699999999999,0.1524895
2007-01,XLE US Equity,-0.00014700000000000824,0.2259805
2007-01,XLF US Equity,-0.0009370000000000073,0.1063685
2007-01,XLI US Equity,-0.015270000000000006,0.100829
2007-01,XLK US Equity,-0.012692000000000009,0.131778
2007-01,XLP US Equity,0.0067989999999999995,0.0807255
2007-01,XLU US Equity,-0.010347999999999996,0.100013
2007-01,XLV US Equity,0.007341,0.0948175
2007-01,XLY US Equity,0.004002999999999993,0.1101725
2007-02,XLB US Equity,-0.0011560000000000181,0.18757000000000001
2007-02,XLE US Equity,-0.0010270000000000001,0.2315345
2007-02,XLF US Equity,-0.0002550000000000052,0.1776625
2007-02,XLI US Equity,0.009884000000000004,0.14854
2007-02,XLK US Equity,-0.015572000000000003,0.175811
2007-02,XLP US Equity,0.01313099999999999,0.1272785
2007-02,XLU US Equity,-0.003821999999999992,0.131966
2007-02,XLV US Equity,-0.0035680000000000017,0.11724000000000001
2007-02,XLY US Equity,0.0014089999999999936,0.1564025
2007-03,XLB US Equity,0.006832000000000005,0.179641
2007-03,XLE US Equity,0.003582999999999975,0.21444950000000002
2007-03,XLF US Equity,0.0011189999999999811,0.1647525
2007-03,XLI US Equity,-0.00011900000000000799,0.13335750000000002
2007-03,XLK US Equity,0.005604999999999999,0.1585545
2007-03,XLP US Equity,0.012930999999999998,0.0980245
2007-03,XLU US Equity,-0.032205,0.12385850000000001
2007-03,XLV US Equity,-0.0021919999999999995,0.10615
2007-03,XLY US Equity,0.009687000000000001,0.1611675
2007-04,XLB US Equity,-0.015703999999999996,0.178309
2007-04,XLE US Equity,-0.0004910000000000192,0.2052475
2007-04,XLF US Equity,-0.004865000000000008,0.1557555
2007-04,XLI US Equity,-0.02282199999999998,0.13677899999999998
2007-04,XLK US Equity,0.005447999999999981,0.13894600000000001
2007-04,XLP US Equity,-0.007121000000000002,0.09500149999999999
2007-04,XLU US Equity,0.010527000000000009,0.1332335
2007-04,XLV US Equity,0.002162000000000011,0.114044
2007-04,XLY US Equity,-0.009773000000000004,0.1521205
2007-05,XLB US Equity,0.001933000000000018,0.1750775
2007-05,XLE US Equity,0.004028000000000004,0.219704
2007-05,XLF US Equity,0.006214999999999998,0.13662849999999999
2007-05,XLI US Equity,-0.0012759999999999994,0.126486
2007-05,XLK US Equity,-0.012912000000000007,0.13228800000000002
2007-05,XLP US Equity,0.0023809999999999942,0.0913075
2007-05,XLU US Equity,-0.0020860000000000045,0.14946199999999998
2007-05,XLV US Equity,0.0011309999999999931,0.1068525
2007-05,XLY US Equity,0.002492000000000022,0.13903
2007-06,XLB US Equity,0.0007540000000000047,0.18567299999999998
2007-06,XLE US Equity,-0.005797999999999998,0.22093800000000002
2007-06,XLF US Equity,-0.009505000000000013,0.18677549999999998
2007-06,XLI US Equity,0.016908000000000006,0.14628999999999998
2007-06,XLK US Equity,0.0006780000000000119,0.149749
2007-06,XLP US Equity,0.010075000000000014,0.12183550000000001
2007-06,XLU US Equity,0.006992999999999999,0.1890235
2007-06,XLV US Equity,0.007987999999999995,0.13327
2007-06,XLY US Equity,0.00828899999999999,0.1554925
2007-07,XLB US Equity,-0.017415999999999987,0.282492
2007-07,XLE US Equity,-0.013062000000000018,0.316763
2007-07,XLF US Equity,-0.080042,0.33102600000000004
2007-07,XLI US Equity,-0.003395000000000009,0.2204445
2007-07,XLK US Equity,0.0036850000000000216,0.21469749999999999
2007-07,XLP US Equity,-0.026809,0.18740250000000003
2007-07,XLU US Equity,0.015512999999999999,0.2758125
2007-07,XLV US Equity,-0.03178500000000001,0.1698345
2007-07,XLY US Equity,-0.008764000000000022,0.23288999999999999
2007-08,XLB US Equity,-0.010263999999999995,0.27352299999999996
2007-08,XLE US Equity,0.016943999999999987,0.256081
2007-08,XLF US Equity,0.00017299999999997873,0.3012285
2007-08,XLI US Equity,0.005634,0.19587900000000003
2007-08,XLK US Equity,0.010110000000000008,0.214233
2007-08,XLP US Equity,-0.024175000000000002,0.1374425
2007-08,XLU US Equity,-0.03496900000000003,0.2397285
2007-08,XLV US Equity,-0.007368999999999987,0.1510085
2007-08,XLY US Equity,0.002238999999999991,0.2215485
2007-09,XLB US Equity,0.0010489999999999944,0.2343675
2007-09,XLE US Equity,-0.01264700000000002,0.2373305
2007-09,XLF US Equity,0.0012359999999999871,0.229225
2007-09,XLI US Equity,0.01658700000000002,0.1582855
2007-09,XLK US Equity,0.004908999999999997,0.1680615
2007-09,XLP US Equity,0.022881,0.1081185
2007-09,XLU US Equity,-0.03989699999999999,0.1810045
2007-09,XLV US Equity,-0.0005179999999999907,0.132031
2007-09,XLY US Equity,0.010375999999999996,0.181335
2007-10,XLB US Equity,0.005157999999999996,0.246926
2007-10,XLE US Equity,0.006259999999999988,0.275849
2007-10,XLF US Equity,0.004760000000000042,0.275776
2007-10,XLI US Equity,-0.02698499999999998,0.1889835
2007-10,XLK US Equity,-0.013019000000000003,0.1866805
2007-10,XLP US Equity,0.013665999999999998,0.130381
2007-10,XLU US Equity,0.00014300000000000423,0.1843325
2007-10,XLV US Equity,-0.011320999999999998,0.13128849999999997
2007-10,XLY US Equity,-0.0023279999999999967,0.196733
2007-11,XLB US Equity,-0.019816999999999974,0.2762695
2007-11,XLE US Equity,-0.0005060000000000064,0.298558
2007-11,XLF US Equity,-0.029294000000000042,0.335706
2007-11,XLI US Equity,0.0017840000000000078,0.211041
2007-11,XLK US Equity,0.0009489999999999776,0.2399955
2007-11,XLP US Equity,-0.0023980000000000112,0.138434
2007-11,XLU US Equity,-0.0009820000000000106,0.18207600000000002
2007-11,XLV US Equity,0.005258999999999986,0.1561905
2007-11,XLY US Equity,-0.015472000000000014,0.23325400000000002
2007-12,XLB US Equity,0.003346999999999989,0.2829425
2007-12,XLE US Equity,0.003915999999999975,0.26671100000000003
2007-12,XLF US Equity,-0.020226999999999995,0.3332915
2007-12,XLI US Equity,-0.017749999999999988,0.201876
2007-12,XLK US Equity,0.004855999999999999,0.222478
2007-12,XLP US Equity,0.006871999999999989,0.135457
2007-12,XLU US Equity,-0.012297000000000002,0.1931495
2007-12,XLV US Equity,0.001694000000000001,0.158393
2007-12,XLY US Equity,-0.020844,0.231414
2008-01,XLB US Equity,-0.01781200000000005,0.321658
2008-01,XLE US Equity,-0.02156600000000003,0.33238100000000004
2008-01,XLF US Equity,-0.003200000000000036,0.356152
2008-01,XLI US Equity,-0.03207299999999996,0.2349645
2008-01,XLK US Equity,0.0031260000000000177,0.270856
2008-01,XLP US Equity,-0.046030000000000015,0.188836
2008-01,XLU US Equity,-0.20846599999999998,0.251757
2008-01,XLV US Equity,-0.006010999999999989,0.1708285
2008-01,XLY US Equity,-0.046565999999999996,0.277876
2008-02,XLB US Equity,-0.0023320000000000007,0.295852
2008-02,XLE US Equity,-0.004958999999999991,0.31313349999999995
2008-02,XLF US Equity,-0.008240000000000025,0.427746
2008-02,XLI US Equity,-0.052478,0.246494
2008-02,XLK US Equity,-0.04530100000000001,0.2636495
2008-02,XLP US Equity,-0.035844000000000015,0.159794
2008-02,XLU US Equity,-0.05370099999999997,0.2564585
2008-02,XLV US Equity,-0.01421,0.188286
2008-02,XLY US Equity,-0.006413999999999975,0.28397700000000003
2008-03,XLB US Equity,-0.016981999999999997,0.35282800000000003
2008-03,XLE US Equity,0.00020599999999998397,0.34654300000000005
2008-03,XLF US Equity,0.0016550000000000176,0.46063149999999997
2008-03,XLI US Equity,-0.0014180000000000026,0.23959000000000003
2008-03,XLK US Equity,-0.058275999999999994,0.276694
2008-03,XLP US Equity,-0.022936000000000012,0.152197
2008-03,XLU US Equity,-0.01661299999999999,0.2391935
2008-03,XLV US Equity,0.013549000000000005,0.18764550000000002
2008-03,XLY US Equity,-0.02554099999999998,0.29265050000000004
2008-04,XLB US Equity,-0.007972000000000035,0.295177
2008-04,XLE US Equity,-0.001841000000000037,0.29358249999999997
2008-04,XLF US Equity,0.0017219999999999458,0.29543200000000003
2008-04,XLI US Equity,0.0021459999999999813,0.202185
2008-04,XLK US Equity,-0.06875,0.2141
2008-04,XLP US Equity,-0.09249999999999999,0.142985
2008-04,XLU US Equity,-0.01826,0.18906
2008-04,XLV US Equity,-0.007572999999999996,0.1578755
2008-04,XLY US Equity,-0.171737,0.2607285
2008-05,XLB US Equity,0.00017499999999998073,0.25157450000000003
2008-05,XLE US Equity,0.0018540000000000223,0.294242
2008-05,XLF US Equity,-0.023058999999999996,0.32451450000000004
2008-05,XLI US Equity,-0.0032240000000000046,0.168868
2008-05,XLK US Equity,0.007340000000000013,0.181666
2008-05,XLP US Equity,0.002030999999999991,0.1191085
2008-05,XLU US Equity,-0.006387000000000004,0.1608635
2008-05,XLV US Equity,0.00013299999999999423,0.1325845
2008-05,XLY US Equity,-0.009963,0.2247085
2008-06,XLB US Equity,0.0029649999999999954,0.3074785
2008-06,XLE US Equity,0.0016240000000000143,0.31725899999999996
2008-06,XLF US Equity,0.001668999999999976,0.4710265
2008-06,XLI US Equity,-0.0038870000000000293,0.25162850000000003
2008-06,XLK US Equity,0.002793999999999963,0.25261
2008-06,XLP US Equity,0.00017999999999998573,0.16553299999999999
2008-06,XLU US Equity,-0.008354,0.200853
2008-06,XLV US Equity,0.0021069999999999978,0.15786850000000002
2008-06,XLY US Equity,-0.0025580000000000047,0.29418500000000003
2008-07,XLB US Equity,0.0010290000000000021,0.3013745
2008-07,XLE US Equity,-0.028295999999999988,0.367811
2008-07,XLF US Equity,0.0025430000000000175,0.48379649999999996
2008-07,XLI US Equity,-0.03572500000000001,0.2510425
2008-07,XLK US Equity,0.007398999999999989,0.2333895
2008-07,XLP US Equity,-0.011995000000000006,0.1701375
2008-07,XLU US Equity,-0.018717999999999985,0.209273
2008-07,XLV US Equity,-0.020212000000000008,0.176085
2008-07,XLY US Equity,-0.0010030000000000316,0.30366550000000003
2008-08,XLB US Equity,0.004194000000000003,0.24430000000000002
2008-08,XLE US Equity,0.0017490000000000006,0.3186055
2008-08,XLF US Equity,0.0021120000000000028,0.425113
2008-08,XLI US Equity,-0.0004190000000000027,0.2387835
2008-08,XLK US Equity,-0.04933499999999999,0.2116245
2008-08,XLP US Equity,0.009919999999999984,0.14976
2008-08,XLU US Equity,-0.009678999999999993,0.1707135
2008-08,XLV US Equity,-0.016956,0.170796
2008-08,XLY US Equity,-0.004801,0.2778125
2008-09,XLB US Equity,0.019282999999999995,0.45850349999999995
2008-09,XLE US Equity,-0.061392999999999975,0.4898975
2008-09,XLF US Equity,-0.042655,0.7181085
2008-09,XLI US Equity,0.0044059999999999655,0.40868499999999996
2008-09,XLK US Equity,0.0008149999999999546,0.3745665
2008-09,XLP US Equity,0.003341999999999984,0.23086
2008-09,XLU US Equity,-0.0012650000000000161,0.30629249999999997
2008-09,XLV US Equity,-0.07029199999999997,0.26411799999999996
2008-09,XLY US Equity,-0.010557000000000039,0.4137515
2008-10,XLB US Equity,-0.004384999999999972,0.6365544999999999
2008-10,XLE US Equity,0.007232999999999934,0.7297655000000001
2008-10,XLF US Equity,-0.0015939999999999843,0.739511
2008-10,XLI US Equity,0.011185999999999918,0.53091
2008-10,XLK US Equity,0.0031930000000000014,0.5406565
2008-10,XLP US Equity,-0.18192199999999997,0.41851700000000003
2008-10,XLU US Equity,-0.10211799999999999,0.515139
2008-10,XLV US Equity,-0.05713699999999999,0.4444405
2008-10,XLY US Equity,0.022963999999999984,0.608371
2008-11,XLB US Equity,0.006924999999999959,0.5743075
2008-11,XLE US Equity,0.003242000000000078,0.643947
2008-11,XLF US Equity,0.008194999999999952,0.7569855
2008-11,XLI US Equity,-0.005584000000000033,0.527941
2008-11,XLK US Equity,-0.01564500000000002,0.5189874999999999
2008-11,XLP US Equity,0.012597999999999998,0.335724
2008-11,XLU US Equity,-0.01027800000000001,0.427792
2008-11,XLV US Equity,0.011880000000000002,0.433707
2008-11,XLY US Equity,-0.004269999999999996,0.586359
2008-12,XLB US Equity,-0.0027000000000000357,0.428728
2008-12,XLE US Equity,0.0013539999999999663,0.489531
2008-12,XLF US Equity,-0.019724000000000075,0.624629
2008-12,XLI US Equity,0.0021990000000000065,0.3634275
2008-12,XLK US Equity,-0.012789999999999968,0.372272
2008-12,XLP US Equity,-0.005227000000000009,0.24570550000000002
2008-12,XLU US Equity,-0.024529999999999996,0.30450200000000005
2008-12,XLV US Equity,-0.0010870000000000046,0.29983950000000004
2008-12,XLY US Equity,0.002613000000000032,0.4378525
2009-01,XLB US Equity,-0.013351000000000002,0.4617925
2009-01,XLE US Equity,0.0012019999999999809,0.47856699999999996
2009-01,XLF US Equity,-0.02781200000000006,0.896395
2009-01,XLI US Equity,0.00978699999999999,0.4174485
2009-01,XLK US Equity,-0.05285000000000001,0.394239
2009-01,XLP US Equity,0.009149999999999991,0.268057
2009-01,XLU US Equity,0.004569999999999963,0.322639
2009-01,XLV US Equity,-0.005593999999999988,0.284948
2009-01,XLY US Equity,-0.009719999999999951,0.462119
2009-02,XLB US Equity,-0.011616999999999988,0.4854345
2009-02,XLE US Equity,-0.004589999999999983,0.503806
2009-02,XLF US Equity,-0.061455999999999955,0.870054
2009-02,XLI US Equity,-0.03962500000000002,0.4686125
2009-02,XLK US Equity,-0.035557000000000005,0.4136965
2009-02,XLP US Equity,-0.057479,0.30064749999999996
2009-02,XLU US Equity,-0.0006089999999999707,0.3386635
2009-02,XLV US Equity,-0.0006230000000000402,0.3524175
2009-02,XLY US Equity,-0.04309200000000002,0.464712
2009-03,XLB US Equity,0.005215999999999998,0.456922
2009-03,XLE US Equity,-0.0013129999999998976,0.5006775
2009-03,XLF US Equity,-0.0012489999999999446,0.8689005000000001
2009-03,XLI US Equity,-0.008048999999999973,0.4663135
2009-03,XLK US Equity,0.010363000000000011,0.3954015
2009-03,XLP US Equity,0.007612000000000008,0.28473099999999996
2009-03,XLU US Equity,-0.018934000000000006,0.340871
2009-03,XLV US Equity,-0.010716999999999977,0.3290345
2009-03,XLY US Equity,0.0013600000000000279,0.468982
2009-04,XLB US Equity,-0.006599999999999995,0.379464
2009-04,XLE US Equity,0.0014059999999999628,0.366733
2009-04,XLF US Equity,-0.011076000000000086,0.646814
2009-04,XLI US Equity,0.0014779999999999793,0.383924
2009-04,XLK US Equity,-0.015712000000000004,0.33335000000000004
2009-04,XLP US Equity,-0.0012570000000000081,0.2233685
2009-04,XLU US Equity,0.0032310000000000116,0.24861650000000002
2009-04,XLV US Equity,-0.0017159999999999953,0.252748
2009-04,XLY US Equity,-0.003063000000000038,0.4151205
2009-05,XLB US Equity,0.0011749999999999816,0.33774150000000003
2009-05,XLE US Equity,-0.003595999999999988,0.333518
2009-05,XLF US Equity,-0.04953099999999999,0.4583335
2009-05,XLI US Equity,0.004597999999999991,0.308217
2009-05,XLK US Equity,-0.005476999999999982,0.2516775
2009-05,XLP US Equity,0.020060999999999996,0.1762005
2009-05,XLU US Equity,-0.0034059999999999924,0.22029300000000002
2009-05,XLV US Equity,0.00043099999999998695,0.1813145
2009-05,XLY US Equity,-0.003720000000000001,0.315037
2009-06,XLB US Equity,0.0027920000000000167,0.319031
2009-06,XLE US Equity,5.099999999996774e-05,0.3106325
