Date,Sector,Index_Ticker,HHI
2010-02-26,Consumer Staples,S5CONS Index,0.11119726609721056
2010-03-31,Consumer Staples,S5CONS Index,0.10997617310773423
2010-04-30,Consumer Staples,S5CONS Index,0.10583394142377373
2010-05-31,Consumer Staples,S5CONS Index,0.10762338461488642
2010-06-30,Consumer Staples,S5CONS Index,0.10779986583364706
2010-07-30,Consumer Staples,S5CONS Index,0.10749285557822807
2010-08-31,Consumer Staples,S5CONS Index,0.10710865237866463
2010-09-30,Consumer Staples,S5CONS Index,0.10505914284510272
2010-10-29,Consumer Staples,S5CONS Index,0.10686231203539723
2010-11-30,Consumer Staples,S5CONS Index,0.10548913069298464
2010-12-31,Consumer Staples,S5CONS Index,0.10654915714864775
2011-01-31,Consumer Staples,S5CONS Index,0.10662153027846494
2011-02-28,Consumer Staples,S5CONS Index,0.10354900859218029
2011-03-31,Consumer Staples,S5CONS Index,0.10328004941003356
2011-04-29,Consumer Staples,S5CONS Index,0.10350665507944287
2011-05-31,Consumer Staples,S5CONS Index,0.10330517277823241
2011-06-30,Consumer Staples,S5CONS Index,0.10217389304767804
2011-07-29,Consumer Staples,S5CONS Index,0.10234573667839636
2011-08-31,Consumer Staples,S5CONS Index,0.10343815590740331
2011-09-30,Consumer Staples,S5CONS Index,0.10347468943501843
2011-10-31,Consumer Staples,S5CONS Index,0.10132126017073141
2011-11-30,Consumer Staples,S5CONS Index,0.10080407510347708
2011-12-30,Consumer Staples,S5CONS Index,0.10271387085101556
2012-01-31,Consumer Staples,S5CONS Index,0.09953758376625492
2012-02-29,Consumer Staples,S5CONS Index,0.10203631262344237
2012-03-30,Consumer Staples,S5CONS Index,0.1017801543189074
2012-04-30,Consumer Staples,S5CONS Index,0.10072616041854004
2012-05-31,Consumer Staples,S5CONS Index,0.09970764469319944
2012-06-29,Consumer Staples,S5CONS Index,0.09838612763658633
2012-07-31,Consumer Staples,S5CONS Index,0.10182268221678488
2012-08-31,Consumer Staples,S5CONS Index,0.0996962786384645
2012-09-28,Consumer Staples,S5CONS Index,0.10052877184058319
2012-10-31,Consumer Staples,S5CONS Index,0.10282445713069105
2012-11-30,Consumer Staples,S5CONS Index,0.10174837514698677
2012-12-31,Consumer Staples,S5CONS Index,0.10071224675761659
2013-01-31,Consumer Staples,S5CONS Index,0.10247505638389022
2013-02-28,Consumer Staples,S5CONS Index,0.10109444085783051
2013-03-29,Consumer Staples,S5CONS Index,0.09854266411618164
2013-04-30,Consumer Staples,S5CONS Index,0.09838454911708354
2013-05-31,Consumer Staples,S5CONS Index,0.09813538624547392
2013-06-28,Consumer Staples,S5CONS Index,0.09771940566642463
2013-07-31,Consumer Staples,S5CONS Index,0.09604755742141212
2013-08-30,Consumer Staples,S5CONS Index,0.09617624551693603
2013-09-30,Consumer Staples,S5CONS Index,0.09427446153611238
2013-10-31,Consumer Staples,S5CONS Index,0.09381967576886495
2013-11-29,Consumer Staples,S5CONS Index,0.09501837881393717
2013-12-31,Consumer Staples,S5CONS Index,0.0934361431238547
2014-01-31,Consumer Staples,S5CONS Index,0.09184398163057421
2014-02-28,Consumer Staples,S5CONS Index,0.09032486767768033
2014-03-31,Consumer Staples,S5CONS Index,0.09106554512813372
2014-04-30,Consumer Staples,S5CONS Index,0.09233236069568315
2014-05-30,Consumer Staples,S5CONS Index,0.09059580574395674
2014-06-30,Consumer Staples,S5CONS Index,0.0902198473620676
2014-07-31,Consumer Staples,S5CONS Index,0.08971196168863771
2014-08-29,Consumer Staples,S5CONS Index,0.09046059846952928
2014-09-30,Consumer Staples,S5CONS Index,0.09071887691248764
2014-10-31,Consumer Staples,S5CONS Index,0.09042369009066664
2014-11-28,Consumer Staples,S5CONS Index,0.08916099676659986
2014-12-31,Consumer Staples,S5CONS Index,0.08829403708747392
2015-01-30,Consumer Staples,S5CONS Index,0.08525400040539194
2015-02-27,Consumer Staples,S5CONS Index,0.0838812066308363
2015-03-31,Consumer Staples,S5CONS Index,0.08062984961148181
2015-04-30,Consumer Staples,S5CONS Index,0.08130374601614543
2015-05-29,Consumer Staples,S5CONS Index,0.07963549406230666
2015-06-30,Consumer Staples,S5CONS Index,0.07868871913595363
2015-07-31,Consumer Staples,S5CONS Index,0.07147832440626613
2015-08-31,Consumer Staples,S5CONS Index,0.07073270040762557
2015-09-30,Consumer Staples,S5CONS Index,0.07146375717477749
2015-10-30,Consumer Staples,S5CONS Index,0.07281613466929311
2015-11-30,Consumer Staples,S5CONS Index,0.07241515786319647
2015-12-31,Consumer Staples,S5CONS Index,0.07308521883372923
2016-01-29,Consumer Staples,S5CONS Index,0.07411904068653243
2016-02-29,Consumer Staples,S5CONS Index,0.07337492085310508
2016-03-31,Consumer Staples,S5CONS Index,0.07380472331588307
2016-04-29,Consumer Staples,S5CONS Index,0.07265139190295238
2016-05-31,Consumer Staples,S5CONS Index,0.07244549135024966
2016-06-30,Consumer Staples,S5CONS Index,0.07174539587862505
2016-07-29,Consumer Staples,S5CONS Index,0.07089491323924148
2016-08-31,Consumer Staples,S5CONS Index,0.07308893983029127
2016-09-30,Consumer Staples,S5CONS Index,0.0746907821005982
2016-10-31,Consumer Staples,S5CONS Index,0.07437702994083562
2016-11-30,Consumer Staples,S5CONS Index,0.07313083200373033
2016-12-30,Consumer Staples,S5CONS Index,0.07357111867714654
2017-01-31,Consumer Staples,S5CONS Index,0.0742349502676676
2017-02-28,Consumer Staples,S5CONS Index,0.07527564485601909
2017-03-31,Consumer Staples,S5CONS Index,0.07589316199426303
2017-04-28,Consumer Staples,S5CONS Index,0.0747202949846483
2017-05-31,Consumer Staples,S5CONS Index,0.07566317264102186
2017-06-30,Consumer Staples,S5CONS Index,0.07725410366041488
2017-07-31,Consumer Staples,S5CONS Index,0.0774280789491254
2017-08-31,Consumer Staples,S5CONS Index,0.07833018033628841
2017-09-29,Consumer Staples,S5CONS Index,0.07660048465441492
2017-10-31,Consumer Staples,S5CONS Index,0.07473369042616017
2017-11-30,Consumer Staples,S5CONS Index,0.07251486264790985
2017-12-29,Consumer Staples,S5CONS Index,0.06802780055193543
2018-01-31,Consumer Staples,S5CONS Index,0.0662619660106631
2018-02-28,Consumer Staples,S5CONS Index,0.06507918411553784
2018-03-30,Consumer Staples,S5CONS Index,0.06568306706175665
2018-04-30,Consumer Staples,S5CONS Index,0.06354926436550508
2018-05-31,Consumer Staples,S5CONS Index,0.06458345974345973
2018-06-29,Consumer Staples,S5CONS Index,0.06477604523890221
2018-07-31,Consumer Staples,S5CONS Index,0.06626078852414216
2018-08-31,Consumer Staples,S5CONS Index,0.06476400932023914
2018-09-28,Consumer Staples,S5CONS Index,0.06564961669934721
2018-10-31,Consumer Staples,S5CONS Index,0.06784524196617535
2018-11-30,Consumer Staples,S5CONS Index,0.07013725508556591
2018-12-31,Consumer Staples,S5CONS Index,0.07201995204724092
2019-01-31,Consumer Staples,S5CONS Index,0.07093000393893799
2019-02-28,Consumer Staples,S5CONS Index,0.07073071167539395
2019-03-29,Consumer Staples,S5CONS Index,0.0713225015875762
2019-04-30,Consumer Staples,S5CONS Index,0.07112808863044776
2019-05-31,Consumer Staples,S5CONS Index,0.0725579479583632
2019-06-28,Consumer Staples,S5CONS Index,0.07267665972005283
2019-07-31,Consumer Staples,S5CONS Index,0.07462878586082321
2019-08-30,Consumer Staples,S5CONS Index,0.07498748013505421
2019-09-30,Consumer Staples,S5CONS Index,0.07511679480261546
2019-10-31,Consumer Staples,S5CONS Index,0.0758905733734862
2019-11-29,Consumer Staples,S5CONS Index,0.07380511840119887
2019-12-31,Consumer Staples,S5CONS Index,0.0735618166339019
2020-01-31,Consumer Staples,S5CONS Index,0.07510603985451529
2020-02-28,Consumer Staples,S5CONS Index,0.07524388056507664
2020-03-31,Consumer Staples,S5CONS Index,0.0748242032767467
2020-04-30,Consumer Staples,S5CONS Index,0.07395037353330436
2020-05-29,Consumer Staples,S5CONS Index,0.07115232122884535
2020-06-30,Consumer Staples,S5CONS Index,0.07208322107826992
2020-07-31,Consumer Staples,S5CONS Index,0.07308849476655181
2020-08-31,Consumer Staples,S5CONS Index,0.0732656485665099
2020-09-30,Consumer Staples,S5CONS Index,0.07229463032599337
2020-10-30,Consumer Staples,S5CONS Index,0.07299018960403224
2020-11-30,Consumer Staples,S5CONS Index,0.07006715870695641
2020-12-31,Consumer Staples,S5CONS Index,0.06989862626130332
2021-01-29,Consumer Staples,S5CONS Index,0.06716122181038035
2021-02-26,Consumer Staples,S5CONS Index,0.06574878594812154
2021-03-31,Consumer Staples,S5CONS Index,0.06651659198498251
2021-04-30,Consumer Staples,S5CONS Index,0.06510614807965513
2021-05-31,Consumer Staples,S5CONS Index,0.0652149328192418
2021-06-30,Consumer Staples,S5CONS Index,0.06599587176137577
2021-07-30,Consumer Staples,S5CONS Index,0.06846396215705014
2021-08-31,Consumer Staples,S5CONS Index,0.06863620043446596
2021-09-30,Consumer Staples,S5CONS Index,0.06909330598171065
2021-10-29,Consumer Staples,S5CONS Index,0.06994302225037877
2021-11-30,Consumer Staples,S5CONS Index,0.07068140594521516
2021-12-31,Consumer Staples,S5CONS Index,0.07155255931629612
2022-01-31,Consumer Staples,S5CONS Index,0.07105904307773452
2022-02-28,Consumer Staples,S5CONS Index,0.07075435712381192
2022-03-31,Consumer Staples,S5CONS Index,0.070117051667014
2022-04-29,Consumer Staples,S5CONS Index,0.07007401922410704
2022-05-31,Consumer Staples,S5CONS Index,0.0691957056099126
2022-06-30,Consumer Staples,S5CONS Index,0.06990024493520584
2022-07-29,Consumer Staples,S5CONS Index,0.06865276350873749
2022-08-31,Consumer Staples,S5CONS Index,0.06878559017897555
2022-09-30,Consumer Staples,S5CONS Index,0.06866077434336848
2022-10-31,Consumer Staples,S5CONS Index,0.06790754551743067
2022-11-30,Consumer Staples,S5CONS Index,0.06968562383266032
2022-12-30,Consumer Staples,S5CONS Index,0.07087443443376668
2023-01-31,Consumer Staples,S5CONS Index,0.06899532574252544
2023-02-28,Consumer Staples,S5CONS Index,0.06882031566332232
2023-03-31,Consumer Staples,S5CONS Index,0.07053837546080119
2023-04-28,Consumer Staples,S5CONS Index,0.07128565208924965
2023-05-31,Consumer Staples,S5CONS Index,0.06895730970000932
2023-06-30,Consumer Staples,S5CONS Index,0.07048472793257358
2023-07-31,Consumer Staples,S5CONS Index,0.07137320783369529
2023-08-31,Consumer Staples,S5CONS Index,0.07317627140877721
2023-09-29,Consumer Staples,S5CONS Index,0.07466511197800385
2023-10-31,Consumer Staples,S5CONS Index,0.07695364781512516
2023-11-30,Consumer Staples,S5CONS Index,0.07585074804463646
2023-12-29,Consumer Staples,S5CONS Index,0.07456480314047316
2024-01-31,Consumer Staples,S5CONS Index,0.07791335298073668
2024-02-29,Consumer Staples,S5CONS Index,0.07841054637242012
2024-03-29,Consumer Staples,S5CONS Index,0.07673628467459546
2024-04-30,Consumer Staples,S5CONS Index,0.07871896789045948
2024-05-31,Consumer Staples,S5CONS Index,0.08202263304725278
2024-06-28,Consumer Staples,S5CONS Index,0.08511419373458114
2024-07-31,Consumer Staples,S5CONS Index,0.08292689227434935
2024-08-30,Consumer Staples,S5CONS Index,0.08519355088670517
2024-09-30,Consumer Staples,S5CONS Index,0.08444193401917571
2024-10-31,Consumer Staples,S5CONS Index,0.08546162817368252
2024-11-29,Consumer Staples,S5CONS Index,0.08919298170084769
2024-12-31,Consumer Staples,S5CONS Index,0.08878321875972486
2025-01-31,Consumer Staples,S5CONS Index,0.09222932353055749
2025-02-28,Consumer Staples,S5CONS Index,0.09430473767150746
2025-03-31,Consumer Staples,S5CONS Index,0.0902703063331673
2025-04-30,Consumer Staples,S5CONS Index,0.09235932470815703
2025-05-30,Consumer Staples,S5CONS Index,0.09212820485155482
2025-06-30,Consumer Staples,S5CONS Index,0.09017788751247738
2025-07-31,Consumer Staples,S5CONS Index,0.08645508169752808
2025-08-29,Consumer Staples,S5CONS Index,0.08725383923091526
2025-09-30,Consumer Staples,S5CONS Index,0.08827704204668757
2025-10-31,Consumer Staples,S5CONS Index,0.08956473046195068
2025-11-28,Consumer Staples,S5CONS Index,0.08812400960572221
2025-12-31,Consumer Staples,S5CONS Index,0.11968925771836268
2026-01-30,Consumer Staples,S5CONS Index,0.11956921286715752
2026-02-27,Consumer Staples,S5CONS Index,0.11953539827579404
